# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
4113	6142	literature
6154	6187	complexes;literature
2023	7416	literature
5602	8357	kinase
1326	808	literature
4068	4916	literature
5367	9159	literature;signaling
114804	7327	literature
10618	2885	binary;literature
338	799	literature
10919	4005	binary;literature;signaling
7027	79813	complexes;literature
5700	5721	complexes
10002	10607	literature
2785	2786	literature
29966	5519	literature
1017	10485	kinase
11198	51386	complexes
7704	8405	binary;literature;signaling
51362	55094	complexes
8449	9129	complexes
2074	26994	binary;literature;signaling
55791	8848	signaling
4089	5717	binary;literature;signaling
4628	85015	literature
4683	5932	complexes
22828	988	complexes;literature
3643	3717	literature;signaling
23557	282991	complexes;literature;signaling;binary
509	51021	literature
196528	6599	complexes;literature
6156	6230	complexes
6136	6173	complexes
3608	6141	complexes;literature
4509	9551	complexes
6015	83746	complexes
7040	7057	literature;signaling
4043	5894	literature
59	6462	literature;signaling
23230	5295	binary;literature
4904	6138	complexes
207	3690	literature;signaling
11127	9371	literature
2905	3603	literature;signaling
23283	56893	binary;literature
6134	6158	complexes;literature
2130	2194	binary;literature
2885	84970	binary
2035	5300	literature
100505385	26019	literature
23082	2549	signaling
3981	472	literature;kinase
51593	6626	complexes
253980	7126	binary;literature
3842	4311	literature
862	9612	literature;signaling
4882	5153	metabolic
2353	51280	literature
6147	84844	literature
5970	9185	literature;signaling
1915	8087	literature
513	516	complexes
862	9454	binary
10465	23450	complexes
10240	54148	complexes
23236	5332	metabolic
4908	4914	literature
257202	6648	metabolic
219927	64969	complexes
6222	7133	literature
23345	6124	literature
916	917	literature;signaling
23400	5588	literature
6203	6218	complexes
5296	6464	literature;signaling
1786	1875	literature
6622	7314	literature;signaling
10488	2706	binary
386682	8326	binary
5195	57146	binary
4609	672	literature;signaling
1147	9475	literature
11035	6233	literature
219927	64965	complexes
6206	8344	literature
10236	121504	complexes
11156	4976	literature
6210	6949	complexes
10616	25915	binary
6194	8065	literature
11333	5155	literature
10573	65003	complexes
6130	6217	complexes;literature
220988	2483	complexes
10419	6597	complexes
10213	11047	literature
2885	6602	binary;literature
27101	654364	literature
7037	919	literature;signaling
10664	4089	complexes;literature;signaling
6124	6176	complexes;literature
5870	636	literature
6144	83939	literature
10513	51213	binary
54778	7132	signaling
1559	2908	regulatory
5321	8550	literature;signaling
8841	9989	literature
11157	23658	complexes;literature;signaling;binary
1398	2906	binary;literature
10399	2534	literature;signaling
4780	5578	kinase
5989	9500	binary;literature;signaling
3209	4212	literature;signaling
23509	28514	literature
10363	5746	binary
386676	494514	binary
51362	51645	complexes
64320	7325	binary;literature
10869	84461	literature
53981	8819	complexes
118812	8498	binary
22827	56949	complexes
10944	84467	signaling
1062	701	binary;literature
5657	820	literature;signaling
5564	7334	literature
3659	5698	regulatory
8519	975	literature
7067	9318	literature;signaling
1740	8324	literature;signaling
3320	5170	literature;signaling
23521	6950	literature
1019	894	complexes;literature;signaling;binary
23759	6431	complexes
6157	9349	complexes;literature
8353	8366	literature
23043	5911	literature;signaling
11283	28988	literature
140767	6690	literature
2771	3579	literature;signaling
51340	51503	complexes
166	93986	binary
10051	29781	complexes;literature
51023	57129	complexes
10476	516	complexes
2534	6237	binary;literature
23557	388552	complexes;literature
2271	6392	metabolic
213	7775	literature
54461	83755	binary;literature;signaling
2308	3172	literature;signaling
123722	79696	binary
8508	8878	literature
24148	4116	complexes
284695	6202	literature
23468	6597	literature;signaling
11017	9785	complexes
55832	6773	signaling
14	64782	binary
58500	58500	binary
54093	79876	literature
4772	7534	literature
440023	57532	binary
4162	55729	binary;literature;signaling
3674	50848	complexes;literature
54764	5832	literature
29924	51003	binary;literature;signaling
7016	81848	binary;literature
2058	6203	literature
1051	3159	binary;literature;signaling
5564	96459	literature
6201	8886	literature
3716	6772	literature;signaling;kinase
201181	55145	binary
10253	9721	binary;literature;signaling
27287	27287	binary
2969	4790	literature
8417	9482	literature;signaling
79866	8945	literature
51069	51318	complexes
5580	7266	literature
1072	6876	literature
6626	7536	complexes
2492	821	literature;signaling
655	81	binary
51069	64965	complexes
3065	8368	literature
7329	9063	binary;literature;signaling
117144	85376	binary
6130	9020	literature
5347	6249	kinase
23450	9343	complexes
4093	9662	binary;literature;signaling
10152	339834	binary
2966	2968	complexes;literature
284695	3183	literature
5216	7415	complexes
6625	80145	complexes
10036	9869	complexes;literature
1457	3486	literature;signaling;kinase
55622	8848	literature
2322	6452	literature;signaling
51720	84661	literature
10919	80028	binary
374879	386682	binary
10573	85302	complexes
2334	5335	binary;literature
1915	28977	binary;literature;signaling
2483	84445	binary
5818	5818	literature
2790	54331	literature
55183	6118	binary;literature
6714	868	literature
2275	7216	binary
2890	5582	kinase
5096	5096	literature
3312	8493	complexes
3140	89885	binary
5335	54822	literature;signaling
6125	6155	complexes;literature
6418	688	literature;signaling
10972	8412	literature
6195	9765	literature
29899	3265	literature;signaling
81793	8263	literature;signaling
1778	6632	complexes
1278	29979	binary
1994	23560	literature
10236	4869	complexes
10713	51729	complexes
1072	6517	literature;signaling
60	6204	literature
144715	5884	literature
6176	6949	complexes
23118	3320	literature
8467	9493	complexes
25924	5873	literature;signaling
114971	5597	signaling
6810	8417	binary
84311	85302	complexes
221504	5468	literature
5987	83707	binary
7871	85369	literature
4670	6201	complexes
3611	55679	literature;signaling
7597	84445	binary
1017	7374	kinase
1915	8487	literature
5155	5155	literature
6130	8349	literature
7132	840	literature;signaling
2355	7185	binary
23198	51377	literature
3670	51132	signaling
7280	83988	signaling
27161	3185	literature
399687	4087	literature
57120	65008	binary
149371	83878	binary;literature;signaling
116461	8543	binary;literature;signaling
4076	6421	complexes;literature
114884	8237	literature
2963	688	literature;signaling
10285	26121	complexes
26228	3815	signaling
27429	329	literature;signaling
2597	8668	literature
5689	8780	literature
25885	3838	literature
2222	6713	metabolic
4356	6187	binary;literature;signaling
1933	3842	literature
339834	91694	binary
23405	8890	literature
10105	7416	literature
10286	11338	complexes
10016	131034	literature;signaling
57159	9724	binary
5686	5713	complexes;literature
11100	54763	binary
1660	2547	complexes;literature
5054	6596	regulatory
301	9094	signaling
3337	6647	literature;signaling
829	8900	literature
2911	5583	kinase
2950	4292	literature
51202	6128	literature
222389	55840	binary
7458	9641	literature
4284	801	literature;signaling
10111	4691	complexes
26022	7138	signaling
2152	7035	complexes
3688	3688	literature
1655	23759	complexes
203068	8767	literature
5156	859	literature
55954	83443	complexes
4673	6137	complexes
10992	94104	complexes
132660	8367	literature
2275	29115	binary
10482	11100	binary;literature;signaling
11338	9785	complexes
7046	91754	literature
51202	8487	literature
3716	5156	literature;signaling
7052	7786	literature;signaling
2801	285753	binary
4215	65125	literature;signaling
27292	50628	literature
10397	3185	literature
1739	2890	literature;signaling
7448	90070	literature;signaling
1742	9146	literature;signaling
10078	6709	binary;literature;signaling
6304	8850	signaling
5337	5578	complexes;literature;signaling
10454	26292	literature
10131	10333	literature;signaling
292	4673	complexes
5094	9513	literature
60625	7307	complexes
6203	6232	complexes
5111	5558	complexes;literature
79228	8683	complexes
29766	3164	literature
10492	5411	complexes
23451	9716	complexes
26994	7325	binary;literature
3303	5683	literature
1398	2889	binary;literature;signaling
2771	7277	binary;literature;signaling
7185	83461	binary
10382	3642	binary;literature
5708	7132	literature;signaling
23555	5997	signaling
121457	4656	binary
128	220	metabolic
2137	2885	binary;literature
23321	7328	binary;literature
3608	6627	complexes
26259	6500	complexes;literature
7322	9604	binary;literature
6601	6773	literature
1876	2146	literature;signaling
6907	8370	literature;signaling
11184	2885	binary;literature;signaling
55031	55090	literature
220988	8220	complexes
2885	2947	literature
10383	5717	literature
25885	409	literature
26060	9219	literature;signaling
2874	6907	complexes;literature;signaling
5568	5909	kinase
28998	55173	complexes
11030	6628	binary
1022	5914	literature;signaling;kinase
3178	9410	complexes
1060	55717	complexes
54464	90113	binary;literature
57693	7341	literature
3191	7702	literature
6257	8405	binary;literature;signaling
2035	26517	literature
4709	4713	complexes
3735	6208	literature
10458	7159	binary
285753	51160	binary
5861	5877	literature
10915	9410	complexes
10291	10946	complexes;literature
3233	65982	literature
1176	950	literature
1514	6670	regulatory
373	64396	binary
23521	292	complexes;literature
25	2534	binary;literature;kinase
5879	83478	literature
10284	6908	complexes
10142	9051	literature
6300	8550	literature;signaling
7389	7389	literature
5080	6908	literature;signaling
3305	8767	literature
22985	7919	complexes
51377	5688	literature
253980	79873	binary;literature;signaling
10592	8517	literature
197131	5802	binary;literature;signaling
2332	54881	literature
5052	5519	literature
353139	5013	binary
122183	23126	binary
10011	10521	literature
6134	64969	literature
113026	1608	metabolic
10856	26292	literature
29093	6150	complexes
11343	2710	metabolic
10362	2969	complexes;literature
10286	58517	complexes
60	6175	literature
6279	7157	binary;literature;signaling
367	7251	literature;signaling
2781	2781	binary;literature
10253	9747	binary
1316	23649	binary;literature;signaling
6430	988	complexes
27232	79873	binary;literature;signaling
7323	81603	binary;literature
5644	7532	literature
43	9421	literature;signaling
23786	5407	binary
26986	6311	binary;literature
10450	6633	complexes
6187	84319	literature
3932	4869	literature
10915	5430	literature;signaling
15	7534	literature;signaling
324	9371	literature
2274	79797	binary;literature
5688	5721	complexes
10713	6625	complexes
3064	834	signaling
6613	8997	literature;signaling
55168	9553	complexes
1459	57154	literature;signaling
55791	6016	binary;literature;signaling
1495	56288	literature
6132	9349	complexes;literature
3312	5901	literature
5578	64802	kinase
63931	64963	complexes
2475	25	literature
1915	192669	literature
1660	3191	literature
3643	5588	kinase
2885	7267	literature
23613	5579	signaling
2275	378465	binary
26986	3191	literature
11100	7159	binary
6160	8065	literature
123169	7320	literature
9278	9513	binary
29927	7132	literature
10000	5582	literature
10262	84844	complexes
8564	883	metabolic
64750	85476	binary;literature
333	5300	signaling
2194	6319	metabolic
6875	6884	complexes
114327	56478	binary
58516	9111	binary
4741	5594	literature
2335	6863	literature;signaling
3837	996	signaling
2241	6774	literature;signaling;kinase
10318	1962	binary
5930	8554	binary;literature
54148	60488	complexes
4609	5599	literature;signaling;kinase
1025	904	complexes;literature;signaling;binary
64798	7185	binary
4094	4602	literature;signaling
23157	79666	binary
5987	7984	binary
55052	84311	complexes
10752	3725	literature
3500	3538	literature
4176	6347	literature
6150	64965	complexes
10284	23499	literature
5692	5708	complexes;literature
1938	6158	complexes
5565	8548	binary
197257	8048	literature
10208	3851	literature
356	4690	literature;signaling
5925	5987	literature;signaling
3608	6122	complexes;literature
1020	4744	literature
6595	8467	complexes
161	2060	literature
4296	998	literature;signaling
379	4086	literature;signaling
51602	6229	complexes
1962	221504	binary
2099	3726	literature;signaling
9541	9612	literature;signaling
6434	6629	complexes
6626	9589	complexes
6188	6217	complexes;literature
5578	7157	literature;signaling;kinase
10783	54892	literature
10038	1059	literature;signaling
2870	6010	literature;signaling
11269	8554	literature
23654	5335	literature
25942	51742	complexes;literature
3383	5970	regulatory
1741	4036	literature;signaling
3305	55588	literature
24140	6240	literature
2767	975	complexes
3188	6188	literature
5706	5707	complexes;literature
23350	6626	complexes
10291	6426	complexes
57703	6429	complexes
6161	6229	complexes
155465	27076	literature
3084	83443	literature
4654	9421	literature;signaling
4792	6714	literature;signaling;kinase
23184	23476	signaling
11140	84171	literature
11338	6146	complexes
51362	6434	complexes
26354	6146	complexes
5961	6094	literature;signaling
2072	6125	literature
64965	9553	complexes
170082	64170	binary
10000	6310	kinase
4609	9063	literature
1827	2931	kinase
10642	4904	complexes;literature
54715	8848	literature
9500	9618	literature;signaling
23158	3159	regulatory
1213	160	literature
5684	7277	literature
1558	2	literature
6117	7486	binary;literature;signaling
29763	8038	literature
5134	6500	literature
2130	387338	binary;literature
2890	3309	literature;signaling
1660	7284	complexes
6184	6210	literature
51004	7704	binary;literature;signaling
51631	6175	complexes
284403	55791	binary;literature;signaling
4773	5425	signaling
6314	8968	literature
6613	84676	literature;signaling
10681	310	signaling
10155	3107	literature
286	6508	literature;signaling
51720	7329	binary;literature
100532731	57562	literature
23152	7534	literature
10327	130	metabolic
10971	4208	literature
10289	1460	literature
